taxon	date
KR348951_2004.3743_USA_CA_LosAngeles_-118.0186_33.8989	2004-05-17
KR348952_2007.7945_USA_CA_LosAngeles_-118.4944_34.19	2007-10-18
KR348955_2007.3589_USA_CA_LosAngeles_-118.4653_34.1572	2007-05-12
KR348966_2011.8219_USA_CA_LosAngeles_-118.6183_34.4534	2011-10-28
KR348974_2004.1831_USA_CA_LosAngeles_-118.0542_34.03	2004-03-08
KR348975_2004.1831_USA_CA_LosAngeles_-118.1022_33.8533	2004-03-08
KR348976_2011.5425_USA_CA_Inyo_-118.3681_37.3494	2011-07-18
KR348978_2008.4863_USA_CA_Kern_-119.0403_35.3486	2008-06-27
KR348979_2004.5301_USA_CA_Kern_-119.1256_35.4356	2004-07-13
KR348981_2011.0219_USA_CA_Kern_-119.0986_35.2758	2011-01-09
KR348987_2008.7705_USA_CA_Kern_-118.9431_35.2939	2008-10-09
KR348988_2008.9372_USA_CA_Kern_-119.0206_35.3597	2008-12-09
KR348991_2007.7014_USA_CA_Kern_-119.036_35.3783	2007-09-14
KR348993_2011.5507_USA_CA_SanBernardino_-114.6_34.8333	2011-07-21
KR348994_2005.6438_USA_CA_Sacramento_-121.3948_38.4891	2005-08-24
KR348995_2005.6411_USA_CA_Sacramento_-121.5053_38.3428	2005-08-23
KR348996_2004.6066_USA_CA_Sacramento_-121.4998_38.4432	2004-08-10
